COD_GLA,Shape_Leng,Shape_Area,REGION,COMUNA,COD_SSUBC,idMapGlac,Id_Union,idZonGlac,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,niev_18q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,NOM_REGION,PROVINCIA,NOM_PROVIN,NOM_COMUNA,NOM_SSUBC,NOMBRE,ID,Nombre_GLA
CL110513036,583.849874576,10938.3403533,10,10103,10513,266,2240,2819,1891.59269268,9046.74766062,0,575.702123858,9704.69294503,657.945284409,3536.4559037,7401.8844496,0,0,0,2878.51061929,657.945284409,1809.34953212,5592.53491748,7401.8844496,3865.4285459,822.431605511,493.458963307,5757.02123858,6250.480201887,2138.32217433,2220.56533488,0,6579.45284409,6579.45284409,8800.01817897,2302.80849543,2631.78113764,986.917926614,5016.83279362,6003.750720234,1809.34953212,1480.37688992,1891.59269268,5757.02123858,7648.61393126,657.945284409,246.729481653,0,10033.6655872,10033.6655872,10280.395068853,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2819,Complejo Glaciar COCHAMÓ || Rio Traidor-1
CL110513037,1794.15002059,130779.254162,10,10103,10513,287,2241,2896,115283.697372,14765.3996635,730.157126215,115608.211651,14927.6568026,243.385708738,121530.59723,8518.49980584,0,730.157126215,730.157126215,118528.840156,3001.75707444,2758.3713657,6490.28556635,9248.65693205,117555.297321,3731.91420065,2028.21423949,7463.82840131,9492.0426408,117311.911612,2271.59994822,2433.85708738,8761.88551458,11195.74260196,11033.4854628,129481.197049,405.642847897,81.1285695794,811.285695794,892.4142653734,118366.583016,11195.742602,0,1216.92854369,1216.92854369,118691.097295,1865.95710033,1054.67140453,9167.52836247,10222.199767,11033.4854628,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513038,460.449212523,11562.0547077,10,10103,10511,176,2242,2896,0,2263.89882389,9298.15588381,0,4446.94411835,7115.11058935,80.8535294245,646.828235396,889.388823669,9944.98411921,10834.372942879,161.707058849,808.535294245,242.560588273,10349.2517663,10591.812354573,0,404.267647122,404.267647122,10753.5194135,11157.787060622,0,404.267647122,161.707058849,10996.0800017,11157.787060549,11400.347648822,0,242.560588273,0,11319.4941194,11319.4941194,0,0,242.560588273,11319.4941194,11562.054707673,0,0,0,11562.0547077,11562.0547077,11562.0547077,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Ventisquero,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513039,1314.33344307,61177.2938694,10,10103,10511,176,2243,2896,6353.96660694,34458.0496761,20365.2775864,325.844441382,22809.1108967,38042.3385313,9286.56657938,30222.0719381,814.611103454,20854.0442484,21668.655351854,7657.34437247,2443.83331036,3176.98330347,47899.1328831,51076.11618657,7412.96104143,3421.36663451,325.844441382,50017.1217521,50342.966193482,7005.6554897,733.149993109,3176.98330347,50261.5050831,53438.48838657,50994.655076209,1221.91665518,5865.19994487,733.149993109,53357.0272762,54090.177269309,977.533324145,977.533324145,2199.44997933,57022.7772418,59222.22722113,325.844441382,81.4611103454,651.688882763,60118.2994349,60769.988317663,60199.7605452454,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Ventisquero,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513039,2939.59396154,114957.158362,10,10103,10513,287,2244,2896,44696.5155388,66596.9940086,3663.64881465,8955.58599137,95580.5268534,10421.0455172,63666.0749569,47627.4345905,0,3663.64881465,3663.64881465,52105.2275862,11560.8473707,3989.30648707,47301.7769181,51291.08340517,46650.4615732,9444.07249999,5373.35159482,53489.2726939,58862.62428872,50965.4257327,1058.38743534,20516.4333621,42416.9118319,62933.345194,43475.29926724,86706.3552801,6594.56786638,1709.70278017,19946.5324353,21656.23521547,10176.8022629,78239.2557974,895.558599137,25645.5417026,26541.100301737,13514.7934052,2116.77487069,7897.19855603,91428.3915301,99325.59008613,93545.16640079,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513040,158.080239807,578.553057713,10,10103,10511,176,2245,2896,165.300873632,413.252184081,0,0,578.553057713,0,247.951310448,330.601747265,0,0,0,247.951310448,0,330.601747265,0,330.601747265,578.553057713,0,0,0,0,247.951310448,330.601747265,0,0,0,330.601747265,0,0,0,578.553057713,578.553057713,0,0,82.6504368161,495.902620897,578.5530577131,0,0,0,578.553057713,578.553057713,578.553057713,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Ventisquero,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513040,1653.52390552,85252.075041,10,10103,10513,270,2246,2896,16095.9800125,69156.0950285,0,808.843216708,84443.2318243,0,23860.8748929,61391.2001481,0,0,0,19412.237201,4448.63769189,30493.3892699,30897.8108782,61391.2001481,47317.3281774,2588.29829346,20625.502026,14720.9465441,35346.4485701,29037.4714798,38905.3587236,2750.06693681,14559.1779007,17309.24483751,53464.5366243,24103.5278579,1941.2237201,40199.5078704,19007.8155926,59207.323463,20059.3117744,44243.7239539,1536.80211174,19412.237201,20949.03931274,808.843216708,4367.75337022,0,80075.4784541,80075.4784541,84443.23182432,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513041,1941.68707368,77869.3691637,10,10103,10511,176,2247,2896,6760.62514706,39504.857787,31603.8862296,1303.2530404,31278.0729695,45288.0431538,11484.9174185,31766.7928597,2117.78619064,32499.8726949,34617.65888554,9285.67791283,4317.02569631,3991.21243621,60275.4531183,64266.66555451,8959.86465273,4317.02569631,2606.50608079,61985.9727339,64592.47881469,7819.51824238,3746.85249114,3583.94586109,62719.0525691,66302.99843019,66465.90506024,6760.62514706,1791.97293055,3665.39917612,65651.37191,69316.77108612,1791.97293055,8634.05139263,1954.87956059,65488.4652799,67443.34484049,1547.61298547,81.4533150248,325.813260099,75914.4896031,76240.302863199,75995.9429181248,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Ventisquero,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513041,2183.71126737,216726.64635,10,10103,10513,270,2248,2896,13297.1081187,123403.649736,80025.8884951,4135.07630522,104755.266399,107836.303646,22215.9001496,107998.463501,4540.47594299,81971.8067564,86512.28269939,16864.6249311,9891.7511615,3324.27702969,186645.993228,189970.27025769,16540.3052209,3648.5967399,5351.27521852,191186.469171,196537.74438952,15324.1063076,6567.47413182,3648.5967399,191186.469171,194835.0659109,197753.94330282,40377.8039215,5108.03543586,20269.9818883,150970.825104,171240.8069923,6891.79384203,53755.9919678,3972.91645011,152105.94409,156078.86054011,5108.03543586,1621.59855107,1216.1989133,208780.81345,209997.0123633,210402.41200107,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513042,488.991210182,13821.0984984,10,10103,10513,270,2249,2896,329.073773771,12340.2665164,1151.7582082,164.536886886,13162.9509509,493.610660657,658.147547543,12011.1927427,0,1151.7582082,1151.7582082,493.610660657,164.536886886,1316.29509509,11846.6558558,13162.95095089,1234.02665164,575.8791041,987.221321314,11023.9714213,12011.192742614,1398.56353853,822.684434429,164.536886886,11435.3136386,11599.850525486,12257.998073029,2550.32174673,3208.46929427,1892.17419919,6170.13325821,8062.3074574,3784.34839837,658.147547543,5429.71726723,3948.88528526,9378.60255249,164.536886886,82.2684434429,0,13574.2931681,13574.2931681,13656.5616115429,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513043,776.386360541,42739.8382671,10,10103,10513,270,2250,2896,2930.73176689,39809.1065002,0,488.455294481,41437.2908152,814.092157469,7571.05706446,35087.3719869,0,81.4092157469,81.4092157469,5698.64510228,1872.41196218,1058.31980471,34110.4613979,35168.78120261,4477.50686608,2279.45804091,3337.77784562,32645.0955145,35982.87336012,3256.36862987,4558.91608182,1058.31980471,33866.2337507,34924.55355541,38425.14983252,15386.3417762,6024.28196527,11967.1547148,9362.05981089,21329.21452569,18805.5288375,8547.96765342,10176.1519684,5210.1898078,15386.3417762,488.455294481,244.227647241,0,42007.1553254,42007.1553254,42251.382972641,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513044,775.340666918,21108.8292325,10,10103,10513,270,2251,2896,9866.96232324,9219.9484004,2021.91850886,80.8767403544,11727.1273514,9300.82514076,11403.62039,4529.09745985,970.520884253,4205.59049843,5176.111382683,11727.1273514,647.013922835,2911.56265276,5823.12530552,8734.68795828,9947.83906359,4690.85094056,80.8767403544,6389.262488,6470.1392283544,9866.96232324,161.753480709,1213.15110532,9866.96232324,11080.11342856,10028.715803949,566.137182481,1051.39762461,970.520884253,18520.7735412,19491.294425453,727.89066319,808.767403544,2749.80917205,16822.3619937,19572.17116575,242.630221063,0,485.260442126,20380.9385693,20866.199011426,20380.9385693,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513045,4874.06882408,414852.196606,10,10103,10513,280,2252,2879,211970.645058,200284.667688,2596.88385982,150538.111249,263746.017013,568.068344335,276081.215347,136174.097399,0,2596.88385982,2596.88385982,247272.035027,28809.1803199,19476.6289486,119294.35231,138770.9812586,262041.81198,4706.85199592,43173.1941695,104930.338461,148103.5326305,220085.90712,85129.0990297,1785.35765363,107851.832803,109637.19045663,192980.9318327,353419.662797,568.068344335,53479.5769881,7384.88847636,60864.46546446,184703.36453,222195.875256,649.220964955,7303.73585574,7952.956820695,160032.967861,29701.8591467,4463.39413406,220653.975464,225117.36959806,250355.8346107,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2879,Complejo Glaciar COCHAMÓ || Rio Traidor-4
CL110513046,516.510538465,17899.4308884,10,10103,10513,274,2253,2855,7225.45834027,10673.9725481,0,0,17899.4308884,0,8128.64063281,9770.79025559,0,0,0,7635.99574597,492.644886837,3202.19176444,6568.59849116,9770.7902556,10673.9725481,164.214962279,1149.50473595,5911.73864204,7061.24337799,8292.85559508,3530.621689,164.214962279,5911.73864204,6075.953604319,9442.36033104,10756.0800293,1970.57954735,4351.69650039,821.074811394,5172.771311784,13547.734388,1560.04214165,2299.0094719,492.644886837,2791.654358737,0,0,0,17899.4308884,17899.4308884,17899.4308884,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2855,Complejo Glaciar COCHAMÓ || Rio Traidor-2
CL110513047,448.481726104,12500.9319033,10,10103,10513,280,2254,2879,1353.60409144,4060.81227432,7086.51553754,0,10749.2089614,1751.72294186,1990.59425212,2627.5844128,557.366390593,7325.38684779,7882.753238383,1592.47540169,955.485241017,238.871310254,9714.09995034,9952.971260594,1672.09917178,159.247540169,796.237700847,9873.3474905,10669.585191347,1592.47540169,875.861470932,238.871310254,9793.72372042,10032.595030674,10669.585191352,238.871310254,636.990160678,238.871310254,11386.1991221,11625.070432354,238.871310254,238.871310254,477.742620508,11545.4466623,12023.189282808,0,0,0,12500.9319033,12500.9319033,12500.9319033,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2879,Complejo Glaciar COCHAMÓ || Rio Traidor-4
CL110513048,948.431365463,22510.6597055,10,10103,10513,276,2255,2859,2105.31349764,15708.8776362,4696.46857165,80.9735960629,22024.8181291,404.867980315,4210.62699527,12388.9601976,485.841576378,5425.23093622,5911.072512598,2996.02305433,1700.44551732,2591.15507401,15223.0360598,17814.19113381,3805.75901496,1781.41911338,1700.44551732,15223.0360598,16923.48157712,2834.0758622,2672.12867008,728.762364567,16275.6928087,17004.455173267,18947.82147878,1700.44551732,161.947192126,15951.7984244,4696.46857165,20648.26699605,1538.4983252,16113.7456165,161.947192126,4696.46857165,4858.415763776,80.9735960629,0,161.947192126,22267.7389173,22429.686109426,22267.7389173,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2859,Complejo Glaciar COCHAMÓ || Rio Traidor-3
CL110513049,1471.99717889,87861.8941181,10,10103,10513,280,2256,2879,13037.5713853,38464.8845217,36359.4382111,10527.2315533,38545.863226,38788.7993388,19272.931613,27046.8872216,3967.95650856,37574.1187749,41542.07528346,14495.1880619,8745.70005968,1295.6592681,63325.3467284,64621.0059965,14252.2519491,1538.59538087,6559.27504476,65511.7717434,72071.04678816,15790.84733,5020.67966389,2105.44631066,64944.9208136,67050.36712426,69965.60047749,18625.101979,3482.08428302,4534.80743835,61219.9004178,65754.70785615,11660.9334129,11498.9760044,2510.33983195,62191.6448688,64701.98470075,11337.0185959,647.829634051,242.936112769,75634.1097754,75877.045888169,76281.939409451,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2879,Complejo Glaciar COCHAMÓ || Rio Traidor-4
CL110513050,2582.84396729,273724.710789,10,10103,10513,280,2257,2879,10459.2676812,57971.910016,205293.533092,4864.77566568,58539.467177,210320.467946,19783.4210404,34458.8276319,9243.07376479,210239.388352,219482.46211679,12972.7351085,16053.7596967,3567.50215483,241130.713829,244698.21598383,13540.2922695,2999.94499384,7135.00430967,250049.469216,257184.47352567,11918.7003809,8756.59619823,2594.5470217,250454.867188,253049.4142097,259211.46338623,9243.07376479,15891.6005079,6486.36755424,242103.668962,248590.03651624,7864.72065952,7864.72065952,9891.71052022,248103.55895,257995.26947022,5837.73079882,486.477566568,729.716349852,266670.786074,267400.502423852,267157.263640568,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2879,Complejo Glaciar COCHAMÓ || Rio Traidor-4
CL110513051,427.803600145,10370.4495898,10,10103,10513,270,2258,2896,0,4068.40714677,6302.04244303,0,1356.13571559,9014.31387421,797.726891523,3190.90756609,79.7726891523,6302.04244303,6381.8151321823,638.181513218,239.318067457,957.272269828,8535.6777393,9492.950009128,79.7726891523,1515.68109389,0,8774.99580675,8774.99580675,79.7726891523,0,0,10290.6769006,10290.6769006,10290.6769006,79.7726891523,398.863445762,319.090756609,9572.72269828,9891.813454889,0,398.863445762,0,9971.58614404,9971.58614404,0,0,0,10370.4495898,10370.4495898,10370.4495898,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513052,1872.16458911,129392.191567,10,10103,10513,270,2259,2896,12006.2973993,39020.4665478,78365.4276199,3488.31613629,23688.1002743,102215.775156,18577.3115165,29204.5071875,1784.71988368,79825.6529793,81610.37286298,15088.9953802,5273.03601997,4867.41786459,104162.742302,109030.16016659,13385.3991276,6571.0141172,1784.71988368,107651.058439,109435.77832268,12898.6573412,2271.46167014,7138.87953473,107083.193021,114222.07255573,109354.65469114,10951.6901953,2352.58530122,1216.85446615,114871.061604,116087.91607015,3731.68702952,8436.85763195,1865.84351476,115357.803391,117223.64690576,4056.18155382,81.1236310765,648.989048612,124605.897333,125254.886381612,124687.020964076,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513053,513.497103131,13797.9795771,10,10103,10513,270,2260,2896,4202.83285969,9357.2505178,237.896199605,396.493666009,13163.5897115,237.896199605,5233.71639131,8326.36698618,0,237.896199605,237.896199605,4361.43032609,872.286065219,1982.46833004,6581.79485574,8564.26318578,6343.89865614,0,2537.55946246,4916.52145851,7454.08092097,6898.98978855,1982.46833004,0,4916.52145851,4916.52145851,6898.98978855,2299.66326285,1506.67593083,4044.23539329,5947.40499013,9991.64038342,4044.23539329,2299.66326285,5154.41765811,2299.66326285,7454.08092096,396.493666009,158.597466403,0,13242.8884447,13242.8884447,13401.485911103,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513054,513.848477932,13518.4193776,10,10103,10513,270,2261,2896,719.915824843,12798.5035528,0,0,13518.4193776,0,2319.72876894,11198.6906087,0,0,0,1919.77553291,399.953236024,3519.58847701,7679.10213165,11198.69060866,4559.46689067,879.897119252,719.915824843,7359.13954284,8079.055367683,719.915824843,4559.46689067,0,8239.03666209,8239.03666209,12798.50355276,2799.67265217,3679.56977142,3599.57912421,3439.5978298,7039.17695401,5119.4014211,1279.85035528,5359.37336272,1759.7942385,7119.16760122,0,0,0,13518.4193776,13518.4193776,13518.4193776,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513055,1022.33673291,54363.4065624,10,10103,10513,270,2262,2896,3006.6458039,11864.0618208,39492.6989377,0,10076.3264779,44287.0800845,4631.85975195,9019.9374117,568.824881819,40142.7845169,40711.609398719,3494.20998832,1706.47464546,731.346276624,48431.375652,49162.721928624,3331.68859351,893.86767143,568.824881819,49569.0254156,50137.850297419,3169.1671987,731.346276624,650.085579222,49812.8075078,50462.893087022,50544.153784424,243.782092208,1381.43185585,81.2606974027,52656.9319169,52738.1926143027,0,325.042789611,0,54038.3637728,54038.3637728,0,0,0,54363.4065624,54363.4065624,54363.4065624,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513056,2267.56761639,232930.801527,10,10103,10513,270,2263,2896,167297.017717,65471.1226359,162.661174251,173559.472925,59371.3286015,0,209995.575958,22772.5643951,0,162.661174251,162.661174251,190557.565635,19438.010323,1707.94232963,21227.2832397,22935.22556933,185027.08571,7238.42225416,10003.6622164,30661.6313463,40665.2935627,170306.24944,24724.4984861,7889.06695116,30010.9866493,37900.05360046,54735.4851354,232849.47094,0,81.3305871253,0,81.3305871253,180065.919896,52864.8816315,0,0,0,204221.104272,3578.54583352,7075.76107991,18055.3903418,25131.15142171,21633.93617532,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513057,3646.71457513,576232.739025,10,10103,10513,270,2264,2896,283897.261877,149372.637644,142962.839505,56065.4495447,342559.085351,177608.204129,292173.203778,138906.005239,0,145153.530008,145153.530008,291605.246981,567.956797124,37404.0119249,246655.523322,284059.5352469,311321.461509,17687.7973961,15983.9270048,231239.553115,247223.4801198,317731.259648,9574.12886581,13306.4163898,235620.934121,248927.3505108,245195.06298681,117567.057005,26612.8327795,75538.2540175,356514.595223,432052.8492405,107749.518083,85355.7929392,20284.1713259,362843.256677,383127.4280029,58175.0033626,12089.3661102,1703.87039137,504264.499161,505968.36955237,516353.8652712,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513057,1366.74852578,68620.3316723,10,10403,10630,1288,2265,2896,0,9408.93436641,59211.3973059,0,4704.46718321,63915.8644891,81.1115031587,9246.7113601,0,59292.508809,59292.508809,0,81.1115031587,0,68539.2201691,68539.2201691,0,0,0,68620.3316723,68620.3316723,0,0,81.1115031587,68539.2201691,68620.3316722587,68539.2201691,0,0,730.003528429,67890.3281439,68620.331672329,0,730.003528429,2271.12208844,65619.2060554,67890.32814384,0,0,0,68620.3316723,68620.3316723,68620.3316723,REGIÓN DE LOS LAGOS,104,PALENA,HUALAIHUÉ,Costeras entre Rio Negro y Rio Vodudahue,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513058,6056.5881284,604383.548253,10,10103,10513,270,2266,2896,36663.7181332,169285.795894,398434.034226,0,65215.9942015,539167.554051,65864.9095667,136596.684372,2920.11914335,399001.835171,401921.95431435,51345.4282706,17439.6004395,11112.6756289,524485.843914,535598.5195429,43233.9862057,19224.1176937,5434.66618346,536490.77817,541925.44435346,39502.7228559,9165.9295333,18007.401384,537707.49448,555714.895864,546873.4240133,2190.08935751,14519.4812961,3082.34798465,584591.629615,587673.97759965,2839.0047227,2433.43261946,15492.8543439,583618.256567,599111.1109109,3974.60661178,486.686523892,4704.63639762,595217.61872,599922.25511762,595704.305243892,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513058,188.990013318,512.2592909,10,10403,10630,1288,2267,2896,64.0324113625,448.226879537,0,0,320.162056812,192.097234087,320.162056812,192.097234087,0,0,0,64.0324113625,256.12964545,64.0324113625,128.064822725,192.0972340875,64.0324113625,64.0324113625,256.12964545,128.064822725,384.194468175,64.0324113625,256.12964545,0,192.097234087,192.097234087,448.226879537,0,0,0,512.2592909,512.2592909,0,0,0,512.2592909,512.2592909,0,0,0,512.2592909,512.2592909,512.2592909,REGIÓN DE LOS LAGOS,104,PALENA,HUALAIHUÉ,Costeras entre Rio Negro y Rio Vodudahue,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513059,787.711499796,22555.0367007,10,10103,10513,270,2268,2896,3152.85459257,19240.4972572,161.684850901,161.684850901,15036.6911338,7356.660716,9458.56377771,12934.7880721,0,161.684850901,161.684850901,7599.18799235,1859.37578536,2829.48489077,10266.9880322,13096.47292297,7680.0304178,2748.64246532,1131.79395631,10994.5698613,12126.36381761,3395.38186892,5416.44250519,323.369701802,13419.8426248,13743.212326602,18836.28512999,1131.79395631,5416.44250519,1616.84850901,14389.9517302,16006.80023921,1212.63638176,1536.00608356,2829.48489077,16976.9093446,19806.39423537,404.212127253,0,0,22150.8245734,22150.8245734,22150.8245734,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513060,1325.19338231,80985.5459139,10,10103,10513,270,2269,2896,18993.6160577,57061.6720711,4930.25778518,80.8238981177,64093.3512073,16811.3708085,46473.7414177,29419.8989148,161.647796235,4930.25778518,5091.905581415,44938.0873534,1697.30186047,16407.2513179,17942.9053821,34350.1567,53262.9488595,8082.38981177,808.238981177,18831.9682614,19640.207242577,20448.4462238,33622.7416169,1374.006268,25540.3518052,26914.3580732,59163.0934221,1778.12575859,8971.45269106,4768.60998894,65467.3574753,70235.96746424,2263.06914729,4283.66660024,6708.38354377,67730.4266226,74438.81016637,808.238981177,242.471694353,404.119490588,79530.7157478,79934.835238388,79773.187442153,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
CL110513061,5326.46198504,888718.88795,10,10103,10513,270,2270,2896,60260.3869925,100136.195636,728322.305322,7634.06519851,106795.69932,774289.123432,81294.6730182,68706.5867866,5360.08833087,733357.539814,738717.62814487,68544.1598675,18110.6014816,15186.9169375,786877.209663,802064.1266005,71467.8444116,12263.2323934,11451.0977978,793536.713347,804987.8111448,68219.3060292,14699.6361801,6172.22292646,799627.722814,805799.94574046,814327.3589941,13887.5015845,23145.8359742,12831.7266103,838853.823781,851685.5503913,20871.8591066,5847.36908822,26556.8012757,835442.85848,861999.6597557,19085.1629963,1786.69611029,5928.58254778,861918.446296,867847.02884378,863705.14240629,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,COCHAMÓ,Rio Traidor,S/N,2896,Complejo Glaciar COCHAMÓ-HUALAIHUÉ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Traidor/Rio Ventisquero
